Filename: ubcmaCtra.001
Emin,Emax,Jo,IJ: 0.5000     1.0000E+0410000    1
L,Iono,Io,B1,BO:  4.60       34   80 0.393     3.185E-03
Idate,UT,time,delt: 86079      0.0  0.00     1.000E+05
Knum1-4,Ko:   5  20  90  20 135
Ne(Iono,Itop,Iono+Ip): 6.584E+04  21.2     6.584E+04
F107,F107A,MLAT,MLONG:  150.      150.      60.4      0.00    
Iono1: STL,GLAT,GLONG,SZA:  0.00      60.4      0.00      120.    
Iono2: STL,GLAT,GLONG,SZA:  0.00      60.4      0.00      120.    
AP vector:  17.0      3.00      3.00      5.00      5.00      4.50      8.00    
Photoelectrons allowed in Iono1,Iono2: No  No 
Primary electron beam(E,Mu): No primary beam     , No Mu function
 Plasmaspheric transparencies and I-P bnd fluxes
  KE(eV)      Trans       P1 +       P1 -       P2 +       P2 -
  7.4700000000E+02  1.3508808712E+00  1.2161335030E+05  1.6447304029E+05  1.6428514861E+05  1.2186501886E+05
  7.4800000000E+02  1.3510570139E+00  1.2162894627E+05  1.6451549083E+05  1.6432764095E+05  1.2188052849E+05
  7.4900000000E+02  1.3512272773E+00  1.2164468924E+05  1.6455742832E+05  1.6436962225E+05  1.2189618306E+05
  7.5000000000E+02  1.3514177295E+00  1.2166065531E+05  1.6460212973E+05  1.6441436657E+05  1.2191205855E+05
  7.5100000000E+02  1.3516063285E+00  1.2167647660E+05  1.6464641397E+05  1.6445869580E+05  1.2192778674E+05
  7.5200000000E+02  1.3517887546E+00  1.2169211655E+05  1.6468970278E+05  1.6450203468E+05  1.2194333120E+05
  7.5300000000E+02  1.3519783592E+00  1.2170779870E+05  1.6473392916E+05  1.6454630999E+05  1.2195891503E+05
  7.5400000000E+02  1.3521678678E+00  1.2172338166E+05  1.6477801162E+05  1.6459044544E+05  1.2197439733E+05
  7.5500000000E+02  1.3523554581E+00  1.2173886161E+05  1.6482172772E+05  1.6463421395E+05  1.2198977386E+05
  7.5600000000E+02  1.3525443761E+00  1.2175426434E+05  1.6486550446E+05  1.6467804550E+05  1.2200507072E+05
  7.5700000000E+02  1.3527333299E+00  1.2176959071E+05  1.6490918629E+05  1.6472178393E+05  1.2202028863E+05
  7.5800000000E+02  1.3529412068E+00  1.2178477261E+05  1.6495498644E+05  1.6476763723E+05  1.2203535955E+05
  7.5900000000E+02  1.3530672313E+00  1.2179783892E+05  1.6498791537E+05  1.6480066469E+05  1.2204831578E+05
  7.6000000000E+02  1.3531247544E+00  1.2181047526E+05  1.6501192740E+05  1.6482476941E+05  1.2206083674E+05
  7.6100000000E+02  1.3533043732E+00  1.2182445734E+05  1.6505265905E+05  1.6486557088E+05  1.2207469833E+05
  7.6200000000E+02  1.3534473615E+00  1.2183960964E+05  1.6509051361E+05  1.6490349820E+05  1.2208972669E+05
  7.6300000000E+02  1.3536226180E+00  1.2185639570E+05  1.6513452000E+05  1.6494757337E+05  1.2210638814E+05
  7.6400000000E+02  1.3538547493E+00  1.2187259061E+05  1.6518467155E+05  1.6499778561E+05  1.2212245498E+05
  7.6500000000E+02  1.3540167664E+00  1.2188739569E+05  1.6522438755E+05  1.6503757737E+05  1.2213712886E+05
  7.6600000000E+02  1.3541893219E+00  1.2190207211E+05  1.6526521523E+05  1.6507848438E+05  1.2215167014E+05
  7.6700000000E+02  1.3543565628E+00  1.2191653773E+05  1.6530511202E+05  1.6511846299E+05  1.2216599605E+05
  7.6800000000E+02  1.3545305087E+00  1.2193124598E+05  1.6534615942E+05  1.6515959265E+05  1.2218056185E+05
  7.6900000000E+02  1.3547014244E+00  1.2194628089E+05  1.6538728191E+05  1.6520080042E+05  1.2219545125E+05
  7.7000000000E+02  1.3548670763E+00  1.2196175404E+05  1.6542835637E+05  1.6524196512E+05  1.2221077543E+05
  7.7100000000E+02  1.3550312994E+00  1.2197754463E+05  1.6546969130E+05  1.6528339079E+05  1.2222641275E+05
  7.7200000000E+02  1.3552068267E+00  1.2199397717E+05  1.6551328214E+05  1.6532707067E+05  1.2224268781E+05
  7.7300000000E+02  1.3552828896E+00  1.2200942666E+05  1.6554336455E+05  1.6535728832E+05  1.2225797894E+05
  7.7400000000E+02  1.3552805703E+00  1.2202528345E+05  1.6556443719E+05  1.6537849574E+05  1.2227367145E+05
  7.7500000000E+02  1.3548312336E+00  1.2203869019E+05  1.6552753953E+05  1.6534182918E+05  1.2228690964E+05
  7.7600000000E+02  1.3561833351E+00  1.2209049990E+05  1.6576343750E+05  1.6557710134E+05  1.2233847434E+05
  7.7700000000E+02  1.3587234135E+00  1.2214011347E+05  1.6614137050E+05  1.6595463189E+05  1.2238789151E+05
  7.7800000000E+02  1.3589715547E+00  1.2215461996E+05  1.6619129326E+05  1.6600465380E+05  1.2240222369E+05
  7.7900000000E+02  1.3599676948E+00  1.2217535716E+05  1.6634114999E+05  1.6615453884E+05  1.2242278769E+05
  7.8000000000E+02  1.3600931854E+00  1.2218461587E+05  1.6636894774E+05  1.6618246341E+05  1.2243186440E+05
  7.8100000000E+02  1.3593508392E+00  1.2218696795E+05  1.6628117049E+05  1.6609495743E+05  1.2243402895E+05
  7.8200000000E+02  1.3596475891E+00  1.2220129592E+05  1.6633676604E+05  1.6615069738E+05  1.2244816920E+05
  7.8300000000E+02  1.3599535706E+00  1.2221473501E+05  1.6639234328E+05  1.6620636525E+05  1.2246141239E+05
  7.8400000000E+02  1.3603189061E+00  1.2222830656E+05  1.6645534187E+05  1.6626947627E+05  1.2247478599E+05
  7.8500000000E+02  1.3605409894E+00  1.2223929080E+05  1.6649727898E+05  1.6631156566E+05  1.2248557012E+05
  7.8600000000E+02  1.3606421778E+00  1.2224967203E+05  1.6652361200E+05  1.6633805998E+05  1.2249574499E+05
  7.8700000000E+02  1.3608182932E+00  1.2226139174E+05  1.6656095053E+05  1.6637553844E+05  1.2250725229E+05
  7.8800000000E+02  1.3609631805E+00  1.2227277118E+05  1.6659400315E+05  1.6640873955E+05  1.2251841473E+05
  7.8900000000E+02  1.3611365384E+00  1.2228445647E+05  1.6663095783E+05  1.6644584178E+05  1.2252987861E+05
  7.9000000000E+02  1.3613124369E+00  1.2229609701E+05  1.6666816310E+05  1.6648319785E+05  1.2254129307E+05
  7.9100000000E+02  1.3615290300E+00  1.2230800451E+05  1.6671071744E+05  1.6652589874E+05  1.2255296982E+05
  7.9200000000E+02  1.3616823383E+00  1.2231919349E+05  1.6674454141E+05  1.6655988541E+05  1.2256392340E+05
  7.9300000000E+02  1.3618390335E+00  1.2233043030E+05  1.6677884650E+05  1.6659435496E+05  1.2257491987E+05
  7.9400000000E+02  1.3620087661E+00  1.2234168728E+05  1.6681477756E+05  1.6663045054E+05  1.2258593162E+05
  7.9500000000E+02  1.3621255386E+00  1.2235173858E+05  1.6684255663E+05  1.6665842781E+05  1.2259573501E+05
  7.9600000000E+02  1.3622041883E+00  1.2236188541E+05  1.6686580915E+05  1.6668187279E+05  1.2260562667E+05
  7.9700000000E+02  1.3623563518E+00  1.2237312967E+05  1.6689956705E+05  1.6671581050E+05  1.2261660957E+05
  7.9800000000E+02  1.3624888429E+00  1.2238417285E+05  1.6693064017E+05  1.6674707006E+05  1.2262738588E+05
  7.9900000000E+02  1.3626511791E+00  1.2239558805E+05  1.6696587544E+05  1.6678249237E+05  1.2263852897E+05
  8.0000000000E+02  1.3628466625E+00  1.2240723048E+05  1.6700548245E+05  1.6682228553E+05  1.2264989385E+05
  8.0100000000E+02  1.3630142563E+00  1.2241844434E+05  1.6704108849E+05  1.6685808487E+05  1.2266082443E+05
  8.0200000000E+02  1.3631656685E+00  1.2242942795E+05  1.6707439539E+05  1.6689159299E+05  1.2267151918E+05
  8.0300000000E+02  1.3632753207E+00  1.2243938212E+05  1.6710115995E+05  1.6691858793E+05  1.2268118069E+05
  8.0400000000E+02  1.3633581000E+00  1.2244947901E+05  1.6712483311E+05  1.6694248904E+05  1.2269097732E+05
  8.0500000000E+02  1.3635113001E+00  1.2246053683E+05  1.6715845428E+05  1.6697632578E+05  1.2270172772E+05
  8.0600000000E+02  1.3636428823E+00  1.2247148289E+05  1.6718927225E+05  1.6700736592E+05  1.2271236006E+05
  8.0700000000E+02  1.3637970871E+00  1.2248280052E+05  1.6722336817E+05  1.6704168657E+05  1.2272335831E+05
  8.0800000000E+02  1.3639637203E+00  1.2249386890E+05  1.6725863784E+05  1.6707719315E+05  1.2273410173E+05
  8.0900000000E+02  1.3641101910E+00  1.2250465114E+05  1.6729105247E+05  1.6710984307E+05  1.2274455132E+05
  8.1000000000E+02  1.3641998067E+00  1.2251464406E+05  1.6731540788E+05  1.6713445375E+05  1.2275420534E+05
  8.1100000000E+02  1.3643108002E+00  1.2252460210E+05  1.6734232471E+05  1.6716163793E+05  1.2276381845E+05
  8.1200000000E+02  1.3643633419E+00  1.2253432319E+05  1.6736175561E+05  1.6718133869E+05  1.2277318604E+05
  8.1300000000E+02  1.3644860271E+00  1.2254495376E+05  1.6739102437E+05  1.6721087710E+05  1.2278345633E+05
  8.1400000000E+02  1.3645874167E+00  1.2255562691E+05  1.6741774411E+05  1.6723786632E+05  1.2279376087E+05
  8.1500000000E+02  1.3647173884E+00  1.2256670946E+05  1.6744852273E+05  1.6726891964E+05  1.2280446761E+05
  8.1600000000E+02  1.3648677728E+00  1.2257800178E+05  1.6748209241E+05  1.6730276429E+05  1.2281537619E+05
  8.1700000000E+02  1.3650045549E+00  1.2258904378E+05  1.6751365098E+05  1.6733460314E+05  1.2282602622E+05
  8.1800000000E+02  1.3651321903E+00  1.2259988223E+05  1.6754380393E+05  1.6736504576E+05  1.2283646480E+05
  8.1900000000E+02  1.3652364610E+00  1.2261032062E+05  1.6757053684E+05  1.6739208020E+05  1.2284649448E+05
  8.2000000000E+02  1.3654570236E+00  1.2262412067E+05  1.6761616944E+05  1.6743796683E+05  1.2285987377E+05
  8.2100000000E+02  1.3657606812E+00  1.2263861835E+05  1.6767293434E+05  1.6749500294E+05  1.2287394714E+05
  8.2200000000E+02  1.3658976043E+00  1.2264988278E+05  1.6770479923E+05  1.6752718106E+05  1.2288477967E+05
  8.2300000000E+02  1.3660788691E+00  1.2266108861E+05  1.6774202357E+05  1.6756472120E+05  1.2289554489E+05
  8.2400000000E+02  1.3662132436E+00  1.2267151989E+05  1.6777242920E+05  1.6759545508E+05  1.2290552557E+05
  8.2500000000E+02  1.3662831055E+00  1.2268130872E+05  1.6779402770E+05  1.6761739947E+05  1.2291485349E+05
  8.2600000000E+02  1.3663995122E+00  1.2269182674E+05  1.6782233097E+05  1.6764605221E+05  1.2292490167E+05
  8.2700000000E+02  1.3665652612E+00  1.2270319704E+05  1.6785786057E+05  1.6768192650E+05  1.2293579277E+05
  8.2800000000E+02  1.3667050476E+00  1.2271463066E+05  1.6789028219E+05  1.6771470513E+05  1.2294673746E+05
  8.2900000000E+02  1.3668327261E+00  1.2272621051E+05  1.6792141267E+05  1.6774620087E+05  1.2295781778E+05
  8.3000000000E+02  1.3669584529E+00  1.2273817449E+05  1.6795282300E+05  1.6777798512E+05  1.2296927148E+05
  8.3100000000E+02  1.3670666828E+00  1.2275057777E+05  1.6798267710E+05  1.6780822516E+05  1.2298115354E+05
  8.3200000000E+02  1.3671586508E+00  1.2276328916E+05  1.6801094985E+05  1.6783689278E+05  1.2299333283E+05
  8.3300000000E+02  1.3668730005E+00  1.2277294030E+05  1.6798858469E+05  1.6781501729E+05  1.2300244297E+05
  8.3400000000E+02  1.3677782648E+00  1.2280882204E+05  1.6814884617E+05  1.6797523752E+05  1.2303772981E+05
  8.3500000000E+02  1.3695155371E+00  1.2284316148E+05  1.6840912953E+05  1.6823561827E+05  1.2307149653E+05
  8.3600000000E+02  1.3696667512E+00  1.2285320385E+05  1.6844103709E+05  1.6826794858E+05  1.2308096823E+05
  8.3700000000E+02  1.3703500415E+00  1.2286784017E+05  1.6854465223E+05  1.6837194987E+05  1.2309502629E+05
  8.3800000000E+02  1.3704665274E+00  1.2287477890E+05  1.6856802628E+05  1.6839577154E+05  1.2310137046E+05
  8.3900000000E+02  1.3699790603E+00  1.2287670474E+05  1.6851022085E+05  1.6833851250E+05  1.2310268743E+05
  8.4000000000E+02  1.3699466612E+00  1.2288494799E+05  1.6851702677E+05  1.6834582421E+05  1.2311031158E+05
  8.4100000000E+02  1.3703451211E+00  1.2289709009E+05  1.6858219131E+05  1.6841142780E+05  1.2312182190E+05
  8.4200000000E+02  1.3706057149E+00  1.2290608869E+05  1.6862605812E+05  1.6845578755E+05  1.2313017848E+05
  8.4300000000E+02  1.3707585373E+00  1.2291480108E+05  1.6865629446E+05  1.6848651293E+05  1.2313823178E+05
  8.4400000000E+02  1.3707948746E+00  1.2292208160E+05  1.6867021080E+05  1.6850095942E+05  1.2314483868E+05
  8.4500000000E+02  1.3709400612E+00  1.2293101916E+05  1.6869979020E+05  1.6853105893E+05  1.2315308394E+05
  8.4600000000E+02  1.3710180970E+00  1.2293931327E+05  1.6872021954E+05  1.6855202333E+05  1.2316067127E+05
  8.4700000000E+02  1.3711606645E+00  1.2294835675E+05  1.6874960699E+05  1.6858195053E+05  1.2316899807E+05
  8.4800000000E+02  1.3713335022E+00  1.2295751955E+05  1.6878288004E+05  1.6861576591E+05  1.2317743058E+05
  8.4900000000E+02  1.3714416412E+00  1.2296579164E+05  1.6880695827E+05  1.6864040710E+05  1.2318495556E+05
  8.5000000000E+02  1.3715584992E+00  1.2297408060E+05  1.6883211859E+05  1.6866614544E+05  1.2319248035E+05
  8.5100000000E+02  1.3716729971E+00  1.2298203345E+05  1.6885651703E+05  1.6869113440E+05  1.2319965164E+05
  8.5200000000E+02  1.3717957288E+00  1.2298997792E+05  1.6888190468E+05  1.6871712640E+05  1.2320679640E+05
  8.5300000000E+02  1.3719135083E+00  1.2299839340E+05  1.6890731568E+05  1.6874315741E+05  1.2321439151E+05
  8.5400000000E+02  1.3720324314E+00  1.2300670459E+05  1.6893271300E+05  1.6876918798E+05  1.2322186480E+05
  8.5500000000E+02  1.3721425171E+00  1.2301632806E+05  1.6895881640E+05  1.6879593403E+05  1.2323063731E+05
  8.5600000000E+02  1.3722570495E+00  1.2302518506E+05  1.6898440544E+05  1.6882217747E+05  1.2323862819E+05
  8.5700000000E+02  1.3723712880E+00  1.2303365150E+05  1.6900941247E+05  1.6884785077E+05  1.2324621412E+05
  8.5800000000E+02  1.3724766508E+00  1.2304174701E+05  1.6903279058E+05  1.6887192484E+05  1.2325339574E+05
  8.5900000000E+02  1.3725895589E+00  1.2304985493E+05  1.6905708955E+05  1.6889694610E+05  1.2326055110E+05
  8.6000000000E+02  1.3726993048E+00  1.2305824323E+05  1.6908139225E+05  1.6892196493E+05  1.2326799049E+05
  8.6100000000E+02  1.3728045740E+00  1.2306723765E+05  1.6910598911E+05  1.6894726676E+05  1.2327604933E+05
  8.6200000000E+02  1.3729054575E+00  1.2307701106E+05  1.6913110403E+05  1.6897310018E+05  1.2328486914E+05
  8.6300000000E+02  1.3729988843E+00  1.2308723341E+05  1.6915589975E+05  1.6899863414E+05  1.2329411233E+05
  8.6400000000E+02  1.3730759196E+00  1.2309817633E+05  1.6917964887E+05  1.6902314168E+05  1.2330404997E+05
  8.6500000000E+02  1.3731543762E+00  1.2311062000E+05  1.6920561580E+05  1.6904988660E+05  1.2331546167E+05
  8.6600000000E+02  1.3732345376E+00  1.2312572754E+05  1.6923543978E+05  1.6908050152E+05  1.2332950186E+05
  8.6700000000E+02  1.3737707336E+00  1.2315387875E+05  1.6933979227E+05  1.6918519436E+05  1.2335651674E+05
  8.6800000000E+02  1.3739367098E+00  1.2317232918E+05  1.6938475150E+05  1.6923098469E+05  1.2337384625E+05
  8.6900000000E+02  1.3769585884E+00  1.2322286757E+05  1.6982620693E+05  1.6967278580E+05  1.2342324672E+05
  8.7000000000E+02  1.3770277573E+00  1.2322700319E+05  1.6983952911E+05  1.6968700384E+05  1.2342626095E+05
  8.7100000000E+02  1.3779671923E+00  1.2323949074E+05  1.6997166874E+05  1.6981997505E+05  1.2343762556E+05
  8.7200000000E+02  1.3780519675E+00  1.2324239834E+05  1.6998502977E+05  1.6983442950E+05  1.2343913769E+05
  8.7300000000E+02  1.3770174289E+00  1.2323645228E+05  1.6984801439E+05  1.6969874267E+05  1.2343165886E+05
  8.7400000000E+02  1.3768608223E+00  1.2324243485E+05  1.6983579920E+05  1.6968768019E+05  1.2343622334E+05
  8.7500000000E+02  1.3774303505E+00  1.2325377803E+05  1.6992063672E+05  1.6977349468E+05  1.2344624174E+05
  8.7600000000E+02  1.3779395959E+00  1.2326285017E+05  1.6999490737E+05  1.6984876195E+05  1.2345396257E+05
  8.7700000000E+02  1.3780828385E+00  1.2326802002E+05  1.7001862249E+05  1.6987354292E+05  1.2345774956E+05
  8.7800000000E+02  1.3782445269E+00  1.2327315151E+05  1.7004455993E+05  1.6990054638E+05  1.2346150476E+05
  8.7900000000E+02  1.3783819989E+00  1.2327796933E+05  1.7006709926E+05  1.6992413378E+05  1.2346497067E+05
  8.8000000000E+02  1.3784939042E+00  1.2328274213E+05  1.7008642831E+05  1.6994450852E+05  1.2346839368E+05
  8.8100000000E+02  1.3786119119E+00  1.2328779265E+05  1.7010691602E+05  1.6996601954E+05  1.2347210867E+05
  8.8200000000E+02  1.3787216254E+00  1.2329217672E+05  1.7012565342E+05  1.6998559028E+05  1.2347539029E+05
  8.8300000000E+02  1.3788241449E+00  1.2329614191E+05  1.7014308109E+05  1.7000369744E+05  1.2347843072E+05
  8.8400000000E+02  1.3789242937E+00  1.2329942864E+05  1.7015950719E+05  1.7002057755E+05  1.2348108010E+05
  8.8500000000E+02  1.3787673625E+00  1.2330021089E+05  1.7014066079E+05  1.7000230656E+05  1.2348134945E+05
  8.8600000000E+02  1.3793035240E+00  1.2332817404E+05  1.7024248937E+05  1.7010698507E+05  1.2350540886E+05
  8.8700000000E+02  1.3794148139E+00  1.2334097318E+05  1.7027173680E+05  1.7013836556E+05  1.2351540283E+05
  8.8800000000E+02  1.3807149383E+00  1.2336068099E+05  1.7045887024E+05  1.7032593503E+05  1.2353419982E+05
  8.8900000000E+02  1.3808558272E+00  1.2336089448E+05  1.7047633888E+05  1.7034361000E+05  1.2353403587E+05
  8.9000000000E+02  1.3813768294E+00  1.2336541227E+05  1.7054644869E+05  1.7041412207E+05  1.2353787256E+05
  8.9100000000E+02  1.3814771715E+00  1.2336454201E+05  1.7055716796E+05  1.7042529856E+05  1.2353623400E+05
  8.9200000000E+02  1.3811635762E+00  1.2335964564E+05  1.7051140776E+05  1.7037984933E+05  1.2353077627E+05
  8.9300000000E+02  1.3812131442E+00  1.2335973969E+05  1.7051739634E+05  1.7038609392E+05  1.2353028763E+05
  8.9400000000E+02  1.3814900297E+00  1.2336087093E+05  1.7055278906E+05  1.7042181325E+05  1.2353069369E+05
  8.9500000000E+02  1.3817759558E+00  1.2336391477E+05  1.7059187774E+05  1.7046129124E+05  1.2353282364E+05
  8.9600000000E+02  1.3819004906E+00  1.2336556411E+05  1.7060899409E+05  1.7047893357E+05  1.2353331735E+05
  8.9700000000E+02  1.3820206403E+00  1.2336796190E+05  1.7062647832E+05  1.7049706971E+05  1.2353430905E+05
  8.9800000000E+02  1.3820681157E+00  1.2337148410E+05  1.7063612953E+05  1.7050779456E+05  1.2353592378E+05
  8.9900000000E+02  1.3821766694E+00  1.2338079310E+05  1.7065801205E+05  1.7053405369E+05  1.2354194114E+05
  9.0000000000E+02  1.3817183059E+00  1.2350383784E+05  1.7073188816E+05  1.7064751360E+05  1.2361199059E+05
  9.0100000000E+02  1.3818671178E+00  1.2350088904E+05  1.7074622357E+05  1.7066181758E+05  1.2360906841E+05
  9.0200000000E+02  1.3819681932E+00  1.2349741050E+05  1.7075392655E+05  1.7066949325E+05  1.2360561629E+05
  9.0300000000E+02  1.3820910650E+00  1.2349422116E+05  1.7076472218E+05  1.7068025965E+05  1.2360245308E+05
  9.0400000000E+02  1.3822206703E+00  1.2349108689E+05  1.7077642426E+05  1.7069193289E+05  1.2359934470E+05
  9.0500000000E+02  1.3823496550E+00  1.2348791580E+05  1.7078799802E+05  1.7070347780E+05  1.2359619927E+05
  9.0600000000E+02  1.3824787062E+00  1.2348469143E+05  1.7079950531E+05  1.7071495644E+05  1.2359300035E+05
  9.0700000000E+02  1.3826012700E+00  1.2348138875E+05  1.7081010101E+05  1.7072552490E+05  1.2358972299E+05
  9.0800000000E+02  1.3827303428E+00  1.2347816201E+05  1.7082160568E+05  1.7073700128E+05  1.2358652124E+05
  9.0900000000E+02  1.3828618049E+00  1.2347484026E+05  1.7083327224E+05  1.7074864046E+05  1.2358322431E+05
  9.1000000000E+02  1.3829895042E+00  1.2347135772E+05  1.7084425169E+05  1.7075959180E+05  1.2357976626E+05
  9.1100000000E+02  1.3831189089E+00  1.2346776346E+05  1.7085528586E+05  1.7077059829E+05  1.2357619627E+05
  9.1200000000E+02  1.3832491179E+00  1.2346406174E+05  1.7086626954E+05  1.7078155449E+05  1.2357251856E+05
  9.1300000000E+02  1.3833798009E+00  1.2346022873E+05  1.7087712909E+05  1.7079238664E+05  1.2356870931E+05
  9.1400000000E+02  1.3835361323E+00  1.2345652333E+05  1.7089133350E+05  1.7080656080E+05  1.2356502747E+05
  9.1500000000E+02  1.3835801091E+00  1.2345013548E+05  1.7088792652E+05  1.7080315192E+05  1.2355866585E+05
  9.1600000000E+02  1.3835179498E+00  1.2344382422E+05  1.7087153276E+05  1.7078674660E+05  1.2355237842E+05
  9.1700000000E+02  1.3836405502E+00  1.2344007680E+05  1.7088150823E+05  1.7079669578E+05  1.2354865353E+05
  9.1800000000E+02  1.3837073230E+00  1.2343551857E+05  1.7088346740E+05  1.7079863096E+05  1.2354411736E+05
  9.1900000000E+02  1.3838214033E+00  1.2343184544E+05  1.7089249011E+05  1.7080762957E+05  1.2354046602E+05
  9.2000000000E+02  1.3839490328E+00  1.2342825777E+05  1.7090330425E+05  1.7081841795E+05  1.2353689978E+05
  9.2100000000E+02  1.3841340459E+00  1.2342544485E+05  1.7092227665E+05  1.7083736035E+05  1.2353410825E+05
  9.2200000000E+02  1.3842430711E+00  1.2342138011E+05  1.7093013235E+05  1.7084519024E+05  1.2353006471E+05
  9.2300000000E+02  1.3843496512E+00  1.2341721786E+05  1.7093754813E+05  1.7085258250E+05  1.2352592350E+05
  9.2400000000E+02  1.3844686335E+00  1.2341287755E+05  1.7094624991E+05  1.7086125793E+05  1.2352160373E+05
  9.2500000000E+02  1.3845896179E+00  1.2340825916E+05  1.7095481092E+05  1.7086979439E+05  1.2351700564E+05
  9.2600000000E+02  1.3847276691E+00  1.2340416715E+05  1.7096620686E+05  1.7088116472E+05  1.2351293269E+05
  9.2700000000E+02  1.3848452706E+00  1.2339981362E+05  1.7097471427E+05  1.7088964828E+05  1.2350859837E+05
  9.2800000000E+02  1.3849691955E+00  1.2339655212E+05  1.7098551406E+05  1.7090042351E+05  1.2350535645E+05
  9.2900000000E+02  1.3850704050E+00  1.2339269086E+05  1.7099267843E+05  1.7090756429E+05  1.2350151428E+05
  9.3000000000E+02  1.3851644433E+00  1.2338879371E+05  1.7099890625E+05  1.7091376975E+05  1.2349763569E+05
  9.3100000000E+02  1.3852795970E+00  1.2338500075E+05  1.7100788297E+05  1.7092272411E+05  1.2349386090E+05
  9.3200000000E+02  1.3851475090E+00  1.2337778578E+05  1.7098157430E+05  1.7089643264E+05  1.2348666656E+05
  9.3300000000E+02  1.3855778898E+00  1.2338369241E+05  1.7104298642E+05  1.7095771616E+05  1.2349257738E+05
  9.3400000000E+02  1.3855357863E+00  1.2337983184E+05  1.7103245152E+05  1.7094717232E+05  1.2348873318E+05
  9.3500000000E+02  1.3864899140E+00  1.2338865419E+05  1.7116249572E+05  1.7107712453E+05  1.2349756688E+05
  9.3600000000E+02  1.3865479575E+00  1.2338475464E+05  1.7116426933E+05  1.7107887954E+05  1.2349368331E+05
  9.3700000000E+02  1.3869338882E+00  1.2338453678E+05  1.7121161802E+05  1.7112619533E+05  1.2349348110E+05
  9.3800000000E+02  1.3870216067E+00  1.2338129205E+05  1.7121796053E+05  1.7113251794E+05  1.2349025077E+05
  9.3900000000E+02  1.3868638608E+00  1.2337779919E+05  1.7119366316E+05  1.7110821092E+05  1.2348677014E+05
  9.4000000000E+02  1.3871058516E+00  1.2338531823E+05  1.7123414529E+05  1.7114849692E+05  1.2349428568E+05
  9.4100000000E+02  1.3873718078E+00  1.2338812421E+05  1.7127088191E+05  1.7118520494E+05  1.2349710340E+05
  9.4200000000E+02  1.3894518435E+00  1.2341133639E+05  1.7155996888E+05  1.7147410886E+05  1.2352031888E+05
  9.4300000000E+02  1.3896425238E+00  1.2340541449E+05  1.7157529336E+05  1.7148941164E+05  1.2351441228E+05
  9.4400000000E+02  1.3904179927E+00  1.2340450143E+05  1.7166976464E+05  1.7158383917E+05  1.2351351543E+05
  9.4500000000E+02  1.3905629535E+00  1.2339524279E+05  1.7167479837E+05  1.7158885326E+05  1.2350427145E+05
  9.4600000000E+02  1.3907045500E+00  1.2338520121E+05  1.7167832608E+05  1.7159236073E+05  1.2349424416E+05
  9.4700000000E+02  1.3900685531E+00  1.2336742411E+05  1.7157509674E+05  1.7148917673E+05  1.2347648310E+05
  9.4800000000E+02  1.3901538280E+00  1.2335911684E+05  1.7157406658E+05  1.7148814849E+05  1.2346819058E+05
  9.4900000000E+02  1.3903649962E+00  1.2335222536E+05  1.7159056289E+05  1.7150461634E+05  1.2346131116E+05
  9.5000000000E+02  1.3906032098E+00  1.2334515766E+05  1.7161013817E+05  1.7152417216E+05  1.2345425581E+05
  9.5100000000E+02  1.3906836366E+00  1.2333644731E+05  1.7160796190E+05  1.7152197906E+05  1.2344555692E+05
  9.5200000000E+02  1.3908361213E+00  1.2332858585E+05  1.7161585184E+05  1.7152985199E+05  1.2343770676E+05
  9.5300000000E+02  1.3910318426E+00  1.2332094681E+05  1.7162938365E+05  1.7154336387E+05  1.2343007854E+05
  9.5400000000E+02  1.3911660389E+00  1.2331241854E+05  1.7163408622E+05  1.7154804885E+05  1.2342156058E+05
  9.5500000000E+02  1.3912703667E+00  1.2330346464E+05  1.7163450876E+05  1.7154845646E+05  1.2341261664E+05
  9.5600000000E+02  1.3913844869E+00  1.2329450110E+05  1.7163612295E+05  1.7155005615E+05  1.2340366271E+05
  9.5700000000E+02  1.3914943625E+00  1.2328539349E+05  1.7163701116E+05  1.7155093002E+05  1.2339456434E+05
  9.5800000000E+02  1.3916344104E+00  1.2327644954E+05  1.7164184701E+05  1.7155574917E+05  1.2338562919E+05
  9.5900000000E+02  1.3916924637E+00  1.2326548941E+05  1.7163374573E+05  1.7154765265E+05  1.2337467958E+05
  9.6000000000E+02  1.3918086536E+00  1.2325601660E+05  1.7163489757E+05  1.7154879051E+05  1.2336521453E+05
  9.6100000000E+02  1.3917533183E+00  1.2324549768E+05  1.7161343573E+05  1.7152733035E+05  1.2335470313E+05
  9.6200000000E+02  1.3919246318E+00  1.2323894385E+05  1.7162545931E+05  1.7153932154E+05  1.2334815323E+05
  9.6300000000E+02  1.3921459051E+00  1.2323181662E+05  1.7164283050E+05  1.7155666888E+05  1.2334103129E+05
  9.6400000000E+02  1.3922633937E+00  1.2322256725E+05  1.7164444385E+05  1.7155826965E+05  1.2333178781E+05
  9.6500000000E+02  1.3924324863E+00  1.2321385237E+05  1.7165315922E+05  1.7156697080E+05  1.2332307824E+05
  9.6600000000E+02  1.3925905265E+00  1.2320467428E+05  1.7165986537E+05  1.7157366222E+05  1.2331390472E+05
  9.6700000000E+02  1.3926847897E+00  1.2319476372E+05  1.7165768697E+05  1.7157147360E+05  1.2330399821E+05
  9.6800000000E+02  1.3927525319E+00  1.2318461932E+05  1.7165191145E+05  1.7156569044E+05  1.2329385715E+05
