Filename: lbcmaAtra.001
Emin,Emax,Jo,IJ: 0.5000     1.0000E+0410000    1
L,Iono,Io,B1,BO:  4.60       34   80 0.393     3.185E-03
Idate,UT,time,delt: 86079      0.0  0.00     1.000E+05
Knum1-4,Ko:   5  20  90  20 135
Ne(Iono,Itop,Iono+Ip): 6.584E+04  21.2     6.584E+04
F107,F107A,MLAT,MLONG:  150.      150.      60.4      0.00    
Iono1: STL,GLAT,GLONG,SZA:  0.00      60.4      0.00      120.    
Iono2: STL,GLAT,GLONG,SZA:  0.00      60.4      0.00      120.    
AP vector:  17.0      3.00      3.00      5.00      5.00      4.50      8.00    
Photoelectrons allowed in Iono1,Iono2: No  No 
Primary electron beam(E,Mu): No primary beam     , No Mu function
 Plasmaspheric transparencies and I-P bnd fluxes
  KE(eV)      Trans       P1 +       P1 -       P2 +       P2 -
  4.0000000000E+01  7.6224725298E-01  8.4179521752E+05  6.4237768730E+05  6.4165609213E+05  8.4291070771E+05
  4.1000000000E+01  7.7110318471E-01  8.0821983779E+05  6.2391123280E+05  6.2322089087E+05  8.0923968876E+05
  4.2000000000E+01  7.7949294443E-01  7.7682904971E+05  6.0621130384E+05  6.0553276327E+05  7.7776461250E+05
  4.3000000000E+01  7.8752069106E-01  7.4735953611E+05  5.8924823700E+05  5.8856109835E+05  7.4823800461E+05
  4.4000000000E+01  7.9546310084E-01  7.1951033088E+05  5.7304559442E+05  5.7234391888E+05  7.2039631681E+05
  4.5000000000E+01  8.0366637389E-01  6.9302820422E+05  5.5765857978E+05  5.5696346389E+05  6.9402545816E+05
  4.6000000000E+01  8.1077946678E-01  6.6898978651E+05  5.4305858427E+05  5.4240318239E+05  6.6991475966E+05
  4.7000000000E+01  8.1758260113E-01  6.4635829304E+05  5.2907087403E+05  5.2845129449E+05  6.4721866918E+05
  4.8000000000E+01  8.2409328705E-01  6.2502050271E+05  5.1566284248E+05  5.1507520055E+05  6.2582324795E+05
  4.9000000000E+01  8.3031595814E-01  6.0487950920E+05  5.0280179463E+05  5.0224110925E+05  6.0562982598E+05
  5.0000000000E+01  8.3624187242E-01  5.8584519240E+05  4.9045060971E+05  4.8990828064E+05  5.8654738523E+05
  5.1000000000E+01  8.4181930982E-01  5.6785009359E+05  4.7856639893E+05  4.7802717386E+05  5.6850901445E+05
  5.2000000000E+01  8.4713509154E-01  5.5075102694E+05  4.6711751158E+05  4.6656052163E+05  5.5138201899E+05
  5.3000000000E+01  8.5244399653E-01  5.3438233245E+05  4.5611842720E+05  4.5553101115E+05  5.3503295988E+05
  5.4000000000E+01  8.5826959831E-01  5.1852727537E+05  4.4563681917E+05  4.4503619634E+05  5.1930001348E+05
  5.5000000000E+01  8.6309273103E-01  5.0413927782E+05  4.3569250688E+05  4.3511894611E+05  5.0486839643E+05
  5.6000000000E+01  8.6772794288E-01  4.9045165002E+05  4.2612827874E+05  4.2557860135E+05  4.9114221174E+05
  5.7000000000E+01  8.7221547358E-01  4.7740762593E+05  4.1693024238E+05  4.1640231855E+05  4.7806699695E+05
  5.8000000000E+01  8.7651761889E-01  4.6499799006E+05  4.0808579460E+05  4.0757893104E+05  4.6562726151E+05
  5.9000000000E+01  8.8062496420E-01  4.5318517932E+05  3.9957310768E+05  3.9908618231E+05  4.5378431822E+05
  6.0000000000E+01  8.8456155442E-01  4.4191601816E+05  3.9137074391E+05  3.9090191994E+05  4.4248709959E+05
  6.1000000000E+01  8.8838134084E-01  4.3113543466E+05  3.8346507456E+05  3.8301267552E+05  4.3168226672E+05
  6.2000000000E+01  8.9205129583E-01  4.2083766466E+05  3.7584568211E+05  3.7540878409E+05  4.2136203728E+05
  6.3000000000E+01  8.9556844883E-01  4.1099675380E+05  3.6849795863E+05  3.6807572528E+05  4.1149937570E+05
  6.4000000000E+01  8.9894280270E-01  4.0158056588E+05  3.6140657316E+05  3.6099795940E+05  4.0206282187E+05
  6.5000000000E+01  9.0218122135E-01  3.9256111866E+05  3.5455733504E+05  3.5416126949E+05  3.9302456362E+05
  6.6000000000E+01  9.0528148618E-01  3.8391460449E+05  3.4793570706E+05  3.4755078372E+05  3.8436030750E+05
  6.7000000000E+01  9.0823364451E-01  3.7561640665E+05  3.4152449691E+05  3.4114745795E+05  3.7604506115E+05
  6.8000000000E+01  9.1100716422E-01  3.6764224186E+05  3.3530235346E+05  3.3492471620E+05  3.6805434572E+05
  6.9000000000E+01  9.1359641401E-01  3.5995291005E+05  3.2924718073E+05  3.2885168783E+05  3.6035424356E+05
  7.0000000000E+01  9.1619659727E-01  3.5246559907E+05  3.2336050921E+05  3.2292778253E+05  3.5288572636E+05
  7.1000000000E+01  9.1952846855E-01  3.4500465505E+05  3.1770526800E+05  3.1724160210E+05  3.4553554780E+05
  7.2000000000E+01  9.2200022848E-01  3.3829065711E+05  3.1235241533E+05  3.1190406315E+05  3.3880183210E+05
  7.3000000000E+01  9.2438198781E-01  3.3182823966E+05  3.0717001119E+05  3.0673604779E+05  3.3232097734E+05
  7.4000000000E+01  9.2667756321E-01  3.2560471435E+05  3.0215102429E+05  3.0173058327E+05  3.2608020201E+05
  7.5000000000E+01  9.2889053923E-01  3.1960821857E+05  2.9728878192E+05  2.9688105048E+05  3.2006755966E+05
  7.6000000000E+01  9.3102428797E-01  3.1382762749E+05  2.9257692974E+05  2.9218114343E+05  3.1427184728E+05
  7.7000000000E+01  9.3308202364E-01  3.0825246161E+05  2.8800939740E+05  2.8762483067E+05  3.0868251296E+05
  7.8000000000E+01  9.3506657581E-01  3.0287286332E+05  2.8358034372E+05  2.8320629121E+05  3.0328964342E+05
  7.9000000000E+01  9.3697955581E-01  2.9767966172E+05  2.7928401543E+05  2.7891975721E+05  2.9808400200E+05
  8.0000000000E+01  9.3882334086E-01  2.9266363877E+05  2.7511469111E+05  2.7475945510E+05  2.9305641228E+05
  8.1000000000E+01  9.4061018735E-01  2.8781347429E+05  2.7106724453E+05  2.7072028597E+05  2.8819587295E+05
  8.2000000000E+01  9.4233295112E-01  2.8312464971E+05  2.6713690083E+05  2.6679768670E+05  2.8349729383E+05
  8.3000000000E+01  9.4399722044E-01  2.7858882238E+05  2.6331907738E+05  2.6298707398E+05  2.7895246653E+05
  8.4000000000E+01  9.4560487944E-01  2.7419984363E+05  2.5960993972E+05  2.5928471007E+05  2.7455512300E+05
  8.5000000000E+01  9.4715567230E-01  2.6995217141E+05  2.5600555716E+05  2.5568673040E+05  2.7029953441E+05
  8.6000000000E+01  9.4865152189E-01  2.6583931868E+05  2.5250168728E+05  2.5218887425E+05  2.6617920225E+05
  8.7000000000E+01  9.5009606740E-01  2.6185471099E+05  2.4909434096E+05  2.4878713114E+05  2.6218763411E+05
  8.8000000000E+01  9.5149189878E-01  2.5799281069E+05  2.4578005232E+05  2.4547806931E+05  2.5831927062E+05
  8.9000000000E+01  9.5284103974E-01  2.5424868681E+05  2.4255565829E+05  2.4225858310E+05  2.5456912366E+05
  9.0000000000E+01  9.5414574169E-01  2.5061766689E+05  2.3941819553E+05  2.3912577966E+05  2.5093245200E+05
  9.1000000000E+01  9.5540504993E-01  2.4709622615E+05  2.3636492232E+05  2.3607698228E+05  2.4740554256E+05
  9.2000000000E+01  9.5662601521E-01  2.4367950464E+05  2.3339375850E+05  2.3311015351E+05  2.4398377719E+05
  9.3000000000E+01  9.5780447244E-01  2.4036535592E+05  2.3050220080E+05  2.3022301292E+05  2.4066445745E+05
  9.4000000000E+01  9.5894053469E-01  2.3714909448E+05  2.2768665241E+05  2.2741187947E+05  2.3744290839E+05
  9.5000000000E+01  9.6002835661E-01  2.3402671792E+05  2.2494300000E+05  2.2467228540E+05  2.3431489970E+05
  9.6000000000E+01  9.6107493709E-01  2.3099029256E+05  2.2226678837E+05  2.2199898089E+05  2.3127345557E+05
  9.7000000000E+01  9.6212830010E-01  2.2802702458E+05  2.1965723935E+05  2.1939125353E+05  2.2830852633E+05
  9.8000000000E+01  9.6314679647E-01  2.2515371392E+05  2.1711929583E+05  2.1685607827E+05  2.2543257446E+05
  9.9000000000E+01  9.6411610426E-01  2.2236920400E+05  2.1464937293E+05  2.1438973067E+05  2.2264370248E+05
  1.0000000000E+02  9.6504730268E-01  2.1966354538E+05  2.1224185548E+05  2.1198571197E+05  2.1993326829E+05
  1.0100000000E+02  9.6595393859E-01  2.1702963560E+05  2.0989369367E+05  2.0964063130E+05  2.1729533818E+05
  1.0200000000E+02  9.6683406857E-01  2.1446648804E+05  2.0760352095E+05  2.0735350721E+05  2.1472836069E+05
  1.0300000000E+02  9.6768077366E-01  2.1197340965E+05  2.0536947247E+05  2.0512259305E+05  2.1223106709E+05
  1.0400000000E+02  9.6849805004E-01  2.0954565660E+05  2.0318849153E+05  2.0294455981E+05  2.0979916464E+05
  1.0500000000E+02  9.6928805626E-01  2.0717971212E+05  2.0105807829E+05  2.0081682046E+05  2.0742933437E+05
  1.0600000000E+02  9.7004868465E-01  2.0487297930E+05  1.9897563247E+05  1.9873676409E+05  2.0511892998E+05
  1.0700000000E+02  9.7077276274E-01  2.0262222272E+05  1.9693721162E+05  1.9670013494E+05  2.0286463542E+05
  1.0800000000E+02  9.7143175347E-01  2.0042369942E+05  1.9493563272E+05  1.9469794577E+05  2.0066235066E+05
  1.0900000000E+02  9.7197595422E-01  1.9826682859E+05  1.9295747836E+05  1.9271058991E+05  1.9850287773E+05
  1.1000000000E+02  9.7244775056E-01  1.9611830204E+05  1.9098949117E+05  1.9071480166E+05  1.9636399938E+05
  1.1100000000E+02  9.7371404556E-01  1.9384051846E+05  1.8905842475E+05  1.8874523542E+05  1.9416328475E+05
  1.1200000000E+02  9.7435433185E-01  1.9187570350E+05  1.8726303007E+05  1.8695492288E+05  1.9219287022E+05
  1.1300000000E+02  9.7497552678E-01  1.8995826171E+05  1.8550784147E+05  1.8520465628E+05  1.9027001611E+05
  1.1400000000E+02  9.7557829296E-01  1.8808666058E+05  1.8379167991E+05  1.8349326326E+05  1.8839318160E+05
  1.1500000000E+02  9.7616326713E-01  1.8625943077E+05  1.8211340977E+05  1.8181961448E+05  1.8656088958E+05
  1.1600000000E+02  9.7673106131E-01  1.8447516303E+05  1.8047193687E+05  1.8018262177E+05  1.8477172336E+05
  1.1700000000E+02  9.7728226348E-01  1.8273250529E+05  1.7886620670E+05  1.7858123638E+05  1.8302432384E+05
  1.1800000000E+02  9.7781743839E-01  1.8103015981E+05  1.7729520268E+05  1.7701444714E+05  1.8131738658E+05
  1.1900000000E+02  9.7833712953E-01  1.7936688028E+05  1.7575794440E+05  1.7548127878E+05  1.7964965898E+05
  1.2000000000E+02  9.7884186009E-01  1.7774146948E+05  1.7425348627E+05  1.7398079060E+05  1.7801993788E+05
  1.2100000000E+02  9.7933213452E-01  1.7615277706E+05  1.7278091617E+05  1.7251207516E+05  1.7642706731E+05
  1.2200000000E+02  9.7980843896E-01  1.7459969771E+05  1.7133935433E+05  1.7107425725E+05  1.7486993655E+05
  1.2300000000E+02  9.8027123526E-01  1.7308117010E+05  1.6992795179E+05  1.6966649241E+05  1.7334747881E+05
  1.2400000000E+02  9.8072096803E-01  1.7159617237E+05  1.6854588805E+05  1.6828796428E+05  1.7185866713E+05
  1.2500000000E+02  9.8115806960E-01  1.7014371983E+05  1.6719237015E+05  1.6693788370E+05  1.7040251229E+05
  1.2600000000E+02  9.8158295705E-01  1.6872286498E+05  1.6586663246E+05  1.6561548872E+05  1.6897806246E+05
  1.2700000000E+02  9.8199602965E-01  1.6733269648E+05  1.6456793555E+05  1.6432004357E+05  1.6758440200E+05
  1.2800000000E+02  9.8239767079E-01  1.6597233673E+05  1.6329556473E+05  1.6305083702E+05  1.6622064917E+05
  1.2900000000E+02  9.8278825026E-01  1.6464093981E+05  1.6204882878E+05  1.6180718116E+05  1.6488595415E+05
  1.3000000000E+02  9.8316812433E-01  1.6333769031E+05  1.6082705913E+05  1.6058841062E+05  1.6357949780E+05
  1.3100000000E+02  9.8353763462E-01  1.6206180218E+05  1.5962960894E+05  1.5939388158E+05  1.6230049041E+05
  1.3200000000E+02  9.8389710901E-01  1.6081251692E+05  1.5845585209E+05  1.5822297049E+05  1.6104817006E+05
  1.3300000000E+02  9.8424686651E-01  1.5958910153E+05  1.5730518242E+05  1.5707507311E+05  1.5982180154E+05
  1.3400000000E+02  9.8458721497E-01  1.5839084859E+05  1.5617701308E+05  1.5594960449E+05  1.5862067517E+05
  1.3500000000E+02  9.8491845652E-01  1.5721707495E+05  1.5507077598E+05  1.5484599880E+05  1.5744410622E+05
  1.3600000000E+02  9.8524088331E-01  1.5606712280E+05  1.5398592086E+05  1.5376370992E+05  1.5629143382E+05
  1.3700000000E+02  9.8555473280E-01  1.5494036388E+05  1.5292191361E+05  1.5270220892E+05  1.5516202048E+05
  1.3800000000E+02  9.8586026711E-01  1.5383617704E+05  1.5187823349E+05  1.5166097458E+05  1.5405524515E+05
  1.3900000000E+02  9.8615775263E-01  1.5275395964E+05  1.5085437566E+05  1.5063950154E+05  1.5297050684E+05
  1.4000000000E+02  9.8644743656E-01  1.5169313346E+05  1.4984985150E+05  1.4963730264E+05  1.5190722645E+05
  1.4100000000E+02  9.8672954807E-01  1.5065314083E+05  1.4886418630E+05  1.4865390557E+05  1.5086484332E+05
  1.4200000000E+02  9.8700430834E-01  1.4963344046E+05  1.4789691840E+05  1.4768885041E+05  1.4984281398E+05
  1.4300000000E+02  9.8727193388E-01  1.4863350647E+05  1.4694759874E+05  1.4674168937E+05  1.4884061152E+05
  1.4400000000E+02  9.8753263063E-01  1.4765282943E+05  1.4601579009E+05  1.4581198706E+05  1.4785772471E+05
  1.4500000000E+02  9.8778659440E-01  1.4669091523E+05  1.4510106652E+05  1.4489931959E+05  1.4689365735E+05
  1.4600000000E+02  9.8803401220E-01  1.4574728373E+05  1.4420301263E+05  1.4400327351E+05  1.4594792727E+05
  1.4700000000E+02  9.8827506016E-01  1.4482146794E+05  1.4332122238E+05  1.4312344494E+05  1.4502006556E+05
  1.4800000000E+02  9.8850989006E-01  1.4391301301E+05  1.4245529480E+05  1.4225943667E+05  1.4410961600E+05
  1.4900000000E+02  9.8873853395E-01  1.4302147703E+05  1.4160481431E+05  1.4141084552E+05  1.4321613381E+05
  1.5000000000E+02  9.8896074960E-01  1.4214641472E+05  1.4076929978E+05  1.4057722485E+05  1.4233915592E+05
  1.5100000000E+02  9.8917816157E-01  1.4128711333E+05  1.3994826553E+05  1.3975812702E+05  1.4147784722E+05
  1.5200000000E+02  9.8939028820E-01  1.4044374288E+05  1.3914192691E+05  1.3895367524E+05  1.4063252216E+05
  1.5300000000E+02  9.8959728361E-01  1.3961593011E+05  1.3834995812E+05  1.3816354518E+05  1.3980280586E+05
  1.5400000000E+02  9.8979929687E-01  1.3880331310E+05  1.3757204263E+05  1.3738742171E+05  1.3898833486E+05
  1.5500000000E+02  9.8999647214E-01  1.3800554089E+05  1.3680787289E+05  1.3662499861E+05  1.3818875670E+05
  1.5600000000E+02  9.9018894881E-01  1.3722227306E+05  1.3605715003E+05  1.3587597832E+05  1.3740372956E+05
  1.5700000000E+02  9.9037686169E-01  1.3645317939E+05  1.3531958356E+05  1.3514007158E+05  1.3663292182E+05
  1.5800000000E+02  9.9056034102E-01  1.3569793944E+05  1.3459489103E+05  1.3441699716E+05  1.3587601171E+05
  1.5900000000E+02  9.9073951307E-01  1.3495624212E+05  1.3388279782E+05  1.3370648160E+05  1.3513268690E+05
  1.6000000000E+02  9.9091450016E-01  1.3422778549E+05  1.3318303686E+05  1.3300825897E+05  1.3440264418E+05
  1.6100000000E+02  9.9108542048E-01  1.3351227647E+05  1.3249534844E+05  1.3232207067E+05  1.3368558927E+05
  1.6200000000E+02  9.9125238819E-01  1.3280943048E+05  1.3181948000E+05  1.3164766513E+05  1.3298123641E+05
  1.6300000000E+02  9.9141551400E-01  1.3211897102E+05  1.3115518577E+05  1.3098479757E+05  1.3228930812E+05
  1.6400000000E+02  9.9157490519E-01  1.3144062951E+05  1.3050222663E+05  1.3033322974E+05  1.3160953479E+05
  1.6500000000E+02  9.9173066561E-01  1.3077414496E+05  1.2986036984E+05  1.2969272983E+05  1.3094165449E+05
  1.6600000000E+02  9.9188289597E-01  1.3011926381E+05  1.2922938888E+05  1.2906307221E+05  1.3028541268E+05
  1.6700000000E+02  9.9203169345E-01  1.2947573963E+05  1.2860906316E+05  1.2844403725E+05  1.2964056189E+05
  1.6800000000E+02  9.9217715255E-01  1.2884333284E+05  1.2799917799E+05  1.2783541110E+05  1.2900686161E+05
  1.6900000000E+02  9.9231936449E-01  1.2822181053E+05  1.2739952434E+05  1.2723698554E+05  1.2838407803E+05
  1.7000000000E+02  9.9245841820E-01  1.2761094618E+05  1.2680989864E+05  1.2664855779E+05  1.2777198384E+05
  1.7100000000E+02  9.9259439905E-01  1.2701051962E+05  1.2623010265E+05  1.2606993039E+05  1.2717035797E+05
  1.7200000000E+02  9.9272738899E-01  1.2642031666E+05  1.2565994314E+05  1.2550091087E+05  1.2657898539E+05
  1.7300000000E+02  9.9285746957E-01  1.2584012836E+05  1.2509923170E+05  1.2494131141E+05  1.2599765648E+05
  1.7400000000E+02  9.9298471997E-01  1.2526975170E+05  1.2454778509E+05  1.2439094931E+05  1.2542616764E+05
  1.7500000000E+02  9.9310921408E-01  1.2470898970E+05  1.2400542511E+05  1.2384964675E+05  1.2486432118E+05
  1.7600000000E+02  9.9323102311E-01  1.2415765009E+05  1.2347197824E+05  1.2331722983E+05  1.2431192499E+05
  1.7700000000E+02  9.9335022268E-01  1.2361554445E+05  1.2294727498E+05  1.2279352861E+05  1.2376879198E+05
  1.7800000000E+02  9.9346688132E-01  1.2308249106E+05  1.2243114943E+05  1.2227837854E+05  1.2323473885E+05
  1.7900000000E+02  9.9358106830E-01  1.2255831269E+05  1.2192344016E+05  1.2177161925E+05  1.2270958753E+05
  1.8000000000E+02  9.9369284665E-01  1.2204283790E+05  1.2142398988E+05  1.2127309501E+05  1.2219316450E+05
  1.8100000000E+02  9.9380227927E-01  1.2153589913E+05  1.2093264569E+05  1.2078265356E+05  1.2168530150E+05
  1.8200000000E+02  9.9390942727E-01  1.2103733311E+05  1.2044925855E+05  1.2030014643E+05  1.2118583478E+05
  1.8300000000E+02  9.9401435140E-01  1.2054698074E+05  1.1997368285E+05  1.1982542887E+05  1.2069460427E+05
  1.8400000000E+02  9.9411711074E-01  1.2006468753E+05  1.1950577718E+05  1.1935836027E+05  1.2021145464E+05
  1.8500000000E+02  9.9421776441E-01  1.1959030330E+05  1.1904540421E+05  1.1889880399E+05  1.1973623466E+05
  1.8600000000E+02  9.9431636866E-01  1.1912368280E+05  1.1859243188E+05  1.1844662770E+05  1.1926879864E+05
  1.8700000000E+02  9.9441297691E-01  1.1866468498E+05  1.1814673277E+05  1.1800170265E+05  1.1880900817E+05
  1.8800000000E+02  9.9450764395E-01  1.1821317191E+05  1.1770817952E+05  1.1756390308E+05  1.1835672371E+05
  1.8900000000E+02  9.9460042255E-01  1.1776901008E+05  1.1727664857E+05  1.1713310719E+05  1.1791180948E+05
  1.9000000000E+02  9.9469136647E-01  1.1733206984E+05  1.1685202112E+05  1.1670919688E+05  1.1747413477E+05
  1.9100000000E+02  9.9478052641E-01  1.1690222640E+05  1.1643418324E+05  1.1629205832E+05  1.1704357473E+05
  1.9200000000E+02  9.9486795252E-01  1.1647935865E+05  1.1602302412E+05  1.1588158105E+05  1.1662000792E+05
  1.9300000000E+02  9.9495369633E-01  1.1606334927E+05  1.1561843646E+05  1.1547765837E+05  1.1620331621E+05
  1.9400000000E+02  9.9503780806E-01  1.1565408567E+05  1.1522031763E+05  1.1508018790E+05  1.1579338661E+05
  1.9500000000E+02  9.9512033779E-01  1.1525145948E+05  1.1482856916E+05  1.1468907129E+05  1.1539011052E+05
  1.9600000000E+02  9.9520133625E-01  1.1485536670E+05  1.1444309686E+05  1.1430421441E+05  1.1499338374E+05
  1.9700000000E+02  9.9528085839E-01  1.1446570790E+05  1.1406381148E+05  1.1392552802E+05  1.1460310669E+05
  1.9800000000E+02  9.9535898940E-01  1.1408238875E+05  1.1369063249E+05  1.1355293118E+05  1.1421918474E+05
  1.9900000000E+02  9.9543599372E-01  1.1370532246E+05  1.1332350988E+05  1.1318637066E+05  1.1384153137E+05
  2.0000000000E+02  9.9551269723E-01  1.1333445848E+05  1.1296250257E+05  1.1282589246E+05  1.1347010145E+05
  2.0100000000E+02  9.9558650363E-01  1.1297024572E+05  1.1260778786E+05  1.1247165195E+05  1.1310539448E+05
  2.0200000000E+02  9.9565888287E-01  1.1261178692E+05  1.1225859833E+05  1.1212292596E+05  1.1274645263E+05
  2.0300000000E+02  9.9572986975E-01  1.1225898446E+05  1.1191484326E+05  1.1177962398E+05  1.1239317804E+05
  2.0400000000E+02  9.9579949817E-01  1.1191174293E+05  1.1157643393E+05  1.1144165745E+05  1.1204547511E+05
  2.0500000000E+02  9.9586780107E-01  1.1156996909E+05  1.1124328355E+05  1.1110893979E+05  1.1170325041E+05
  2.0600000000E+02  9.9593481055E-01  1.1123357182E+05  1.1091530726E+05  1.1078138628E+05  1.1136641262E+05
  2.0700000000E+02  9.9600055783E-01  1.1090246203E+05  1.1059242200E+05  1.1045891404E+05  1.1103487248E+05
  2.0800000000E+02  9.9606507331E-01  1.1057655264E+05  1.1027454653E+05  1.1014144201E+05  1.1070854273E+05
  2.0900000000E+02  9.9612838659E-01  1.1025575852E+05  1.0996160135E+05  1.0982889084E+05  1.1038733806E+05
  2.1000000000E+02  9.9619052649E-01  1.0993999640E+05  1.0965350868E+05  1.0952118289E+05  1.1007117504E+05
  2.1100000000E+02  9.9625152109E-01  1.0962918487E+05  1.0935019237E+05  1.0921824218E+05  1.0975997211E+05
  2.1200000000E+02  9.9631139773E-01  1.0932324431E+05  1.0905157791E+05  1.0891999434E+05  1.0945364947E+05
  2.1300000000E+02  9.9637018305E-01  1.0902209682E+05  1.0875759236E+05  1.0862636657E+05  1.0915212908E+05
  2.1400000000E+02  9.9642790302E-01  1.0872566622E+05  1.0846816432E+05  1.0833728760E+05  1.0885533461E+05
  2.1500000000E+02  9.9648458292E-01  1.0843387796E+05  1.0818322388E+05  1.0805268765E+05  1.0856319137E+05
